workclass,education,marital-status,occupation,relationship,race,gender,native-country,income
 Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female, United-States, <=50K
 Private, 11th, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, <=50K
 Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male, United-States, <=50K
 Private, HS-grad, Separated, Prof-specialty, Other-relative, Black, Female, United-States, >50K
 Private, 10th, Married-spouse-absent, Adm-clerical, Unmarried, White, Female, Mexico, <=50K
 Private, Some-college, Married-spouse-absent, Machine-op-inspct, Not-in-family, White, Male, United-States, >50K
 Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, <=50K
 Private, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, <=50K
 Private, Some-college, Divorced, Sales, Unmarried, White, Female, United-States, <=50K
 ?, HS-grad, Widowed, ?, Not-in-family, White, Female, United-States, >50K
 Private, HS-grad, Never-married, Sales, Not-in-family, White, Female, United-States, <=50K
 Private, Masters, Married-civ-spouse, Sales, Husband, White, Male, United-States, >50K
 Local-gov, Bachelors, Never-married, Prof-specialty, Unmarried, White, Male, United-States, <=50K
 State-gov, Some-college, Divorced, Adm-clerical, Unmarried, White, Female, United-States, <=50K
 Private, Some-college, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Female, United-States, <=50K
 ?, HS-grad, Married-civ-spouse, ?, Husband, Black, Male, United-States, <=50K
 ?, Some-college, Never-married, ?, Own-child, Asian-Pac-Islander, Female, United-States, <=50K
 Local-gov, Assoc-acdm, Married-civ-spouse, Protective-serv, Husband, White, Male, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States, <=50K
 Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, United-States, <=50K
 Private, Assoc-acdm, Never-married, Handlers-cleaners, Own-child, Black, Male, Jamaica, <=50K
 Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Black, Male, United-States, <=50K
 Private, 10th, Married-civ-spouse, Sales, Wife, White, Female, United-States, <=50K
 Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, <=50K
 Private, HS-grad, Divorced, Other-service, Not-in-family, White, Male, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States, <=50K
 Private, Bachelors, Never-married, Other-service, Not-in-family, White, Female, United-States, <=50K
 Private, Some-college, Never-married, Sales, Own-child, White, Female, United-States, <=50K
 Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Own-child, White, Male, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, <=50K
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, <=50K
 Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, >50K
 Private, Assoc-voc, Married-civ-spouse, Adm-clerical, Wife, White, Female, United-States, <=50K
 Private, Some-college, Never-married, Sales, Not-in-family, White, Female, United-States, <=50K
 Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States, >50K
 Federal-gov, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female, United-States, <=50K
 Private, Some-college, Married-spouse-absent, Adm-clerical, Unmarried, White, Female, United-States, <=50K
 Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, >50K
 Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States, <=50K
 Private, Some-college, Divorced, Machine-op-inspct, Own-child, White, Male, United-States, <=50K
 Federal-gov, Bachelors, Never-married, Transport-moving, Other-relative, White, Male, United-States, <=50K
 Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male, Cuba, >50K
 Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male, United-States, >50K
 Private, 11th, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, <=50K
 Private, 7th-8th, Never-married, Other-service, Unmarried, White, Female, Mexico, <=50K
 Private, HS-grad, Never-married, Craft-repair, Unmarried, Black, Female, United-States, <=50K
 Private, 10th, Never-married, Craft-repair, Not-in-family, White, Female, United-States, <=50K
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male, United-States, <=50K
 Private, Masters, Married-civ-spouse, Sales, Husband, White, Male, United-States, <=50K
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Wife, White, Female, United-States, <=50K
 Self-emp-not-inc, 10th, Married-civ-spouse, Farming-fishing, Husband, White, Male, United-States, <=50K
 Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Wife, White, Female, United-States, >50K
 Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male, United-States, >50K
 Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, >50K
 Local-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male, United-States, <=50K
 Private, Assoc-acdm, Married-civ-spouse, Sales, Husband, White, Male, United-States, >50K
 Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, United-States, <=50K
 Private, HS-grad, Widowed, Prof-specialty, Not-in-family, White, Female, United-States, <=50K
 Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, <=50K
 Local-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States, <=50K
 Private, 10th, Never-married, Other-service, Not-in-family, White, Male, Mexico, <=50K
 Private, Masters, Never-married, Prof-specialty, Not-in-family, White, Male, Ireland, <=50K
 Private, Some-college, Divorced, Exec-managerial, Unmarried, White, Female, United-States, <=50K
 Private, HS-grad, Never-married, Sales, Own-child, White, Female, United-States, <=50K
 Self-emp-not-inc, Some-college, Divorced, Adm-clerical, Unmarried, White, Female, United-States, <=50K
 Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female, United-States, <=50K
 Private, Masters, Divorced, Exec-managerial, Not-in-family, White, Female, United-States, <=50K
 Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States, <=50K
 Private, 5th-6th, Never-married, Machine-op-inspct, Unmarried, White, Female, Mexico, <=50K
 Private, Masters, Never-married, Exec-managerial, Not-in-family, White, Male, United-States, <=50K
 Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male, United-States, <=50K
 Private, Assoc-acdm, Never-married, Adm-clerical, Not-in-family, White, Female, United-States, <=50K
 Private, Some-college, Never-married, Other-service, Own-child, White, Female, United-States, <=50K
 Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, >50K
 Private, Masters, Never-married, Prof-specialty, Other-relative, White, Female, United-States, <=50K
 Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female, Germany, <=50K
 Private, HS-grad, Divorced, Transport-moving, Not-in-family, White, Male, United-States, <=50K
 Private, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male, United-States, >50K
 Private, Some-college, Divorced, Machine-op-inspct, Not-in-family, White, Male, United-States, <=50K
 Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male, United-States, <=50K
 Private, Bachelors, Never-married, Exec-managerial, Unmarried, White, Male, United-States, <=50K
 Local-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States, >50K
 Self-emp-not-inc, 11th, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, <=50K
 Self-emp-not-inc, Some-college, Divorced, Craft-repair, Not-in-family, White, Male, United-States, <=50K
 Private, HS-grad, Divorced, Craft-repair, Own-child, White, Male, United-States, <=50K
 Private, HS-grad, Married-spouse-absent, Adm-clerical, Own-child, White, Female, United-States, <=50K
 Private, 11th, Never-married, Other-service, Own-child, White, Female, United-States, <=50K
 Private, 10th, Never-married, Transport-moving, Own-child, Asian-Pac-Islander, Male, ?, <=50K
 Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Black, Male, United-States, <=50K
 State-gov, HS-grad, Never-married, Transport-moving, Own-child, White, Male, United-States, <=50K
 Local-gov, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, >50K
 Private, Masters, Married-civ-spouse, Sales, Husband, White, Male, United-States, <=50K
 Self-emp-not-inc, 10th, Married-civ-spouse, Farming-fishing, Husband, White, Male, United-States, <=50K
 Private, HS-grad, Separated, Adm-clerical, Own-child, White, Female, United-States, <=50K
 Private, HS-grad, Divorced, Transport-moving, Not-in-family, White, Male, United-States, >50K
 Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male, United-States, >50K
 Private, Bachelors, Never-married, Sales, Not-in-family, White, Female, United-States, <=50K
 Private, 10th, Never-married, Farming-fishing, Other-relative, White, Male, Mexico, <=50K
 Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male, El-Salvador, <=50K
 Private, 1st-4th, Never-married, Other-service, Unmarried, White, Female, El-Salvador, <=50K
 Private, HS-grad, Married-civ-spouse, Sales, Wife, White, Female, United-States, <=50K
 ?, Some-college, Never-married, ?, Not-in-family, White, Male, United-States, <=50K
 Private, Assoc-voc, Widowed, Prof-specialty, Unmarried, Asian-Pac-Islander, Female, United-States, <=50K
 Private, Some-college, Widowed, Adm-clerical, Not-in-family, White, Female, United-States, <=50K
 Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female, United-States, <=50K
 Self-emp-inc, Some-college, Divorced, Exec-managerial, Unmarried, White, Male, United-States, >50K
 Private, HS-grad, Married-civ-spouse, Other-service, Wife, Black, Female, United-States, <=50K
 Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male, Cuba, <=50K
 Private, Bachelors, Never-married, Exec-managerial, Own-child, White, Female, United-States, <=50K
 Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female, United-States, <=50K
 Private, 11th, Divorced, Craft-repair, Not-in-family, White, Male, United-States, <=50K
 Private, HS-grad, Never-married, Exec-managerial, Not-in-family, Black, Male, United-States, <=50K
 Federal-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, <=50K
 Private, HS-grad, Divorced, Tech-support, Not-in-family, White, Female, United-States, <=50K
 Private, HS-grad, Divorced, Machine-op-inspct, Unmarried, White, Male, United-States, <=50K
 Private, 11th, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, United-States, <=50K
 ?, 11th, Never-married, ?, Own-child, Black, Male, United-States, <=50K
 Private, 5th-6th, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Male, Philippines, <=50K
 Private, 10th, Never-married, Sales, Other-relative, White, Male, United-States, <=50K
 Private, Some-college, Divorced, Adm-clerical, Not-in-family, Black, Female, United-States, >50K
 Self-emp-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States, >50K
 Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States, >50K
 Private, Bachelors, Separated, Sales, Not-in-family, White, Male, United-States, >50K
 Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male, United-States, <=50K
 Federal-gov, Some-college, Married-civ-spouse, Adm-clerical, Wife, White, Female, United-States, >50K
 Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male, ?, <=50K
 Private, HS-grad, Married-civ-spouse, Adm-clerical, Wife, White, Female, United-States, >50K
 Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Male, El-Salvador, <=50K
 Local-gov, Masters, Married-civ-spouse, Adm-clerical, Husband, White, Male, United-States, >50K
 Private, Doctorate, Never-married, Prof-specialty, Not-in-family, White, Male, United-States, <=50K
 Private, 5th-6th, Never-married, Adm-clerical, Other-relative, White, Female, Mexico, <=50K
 Private, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male, United-States, >50K
 Private, 9th, Never-married, Machine-op-inspct, Own-child, White, Male, United-States, <=50K
 Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male, United-States, <=50K
 Local-gov, Assoc-acdm, Separated, Adm-clerical, Unmarried, White, Female, United-States, <=50K
 State-gov, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, United-States, >50K
 Private, Prof-school, Divorced, Prof-specialty, Unmarried, White, Female, United-States, <=50K
 Private, Bachelors, Never-married, Sales, Other-relative, White, Male, United-States, <=50K
 Private, Assoc-acdm, Never-married, Adm-clerical, Not-in-family, White, Female, United-States, <=50K
 State-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States, <=50K
 Private, 9th, Never-married, Machine-op-inspct, Not-in-family, White, Male, United-States, <=50K
 Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male, United-States, >50K
 Local-gov, Some-college, Separated, Adm-clerical, Own-child, Black, Male, United-States, <=50K
 Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States, <=50K
 Local-gov, 10th, Never-married, Other-service, Own-child, White, Male, United-States, <=50K
 Private, Some-college, Never-married, Sales, Own-child, Black, Female, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Other-service, Own-child, Black, Male, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, El-Salvador, >50K
 Self-emp-not-inc, Some-college, Married-civ-spouse, Other-service, Wife, White, Female, United-States, <=50K
